week_ending,commodity,metric,value
2024-09-09,WHEAT,EXPORT_PACE_SURPRISE,9.4
2024-09-16,WHEAT,EXPORT_PACE_SURPRISE,8.8
2024-09-23,WHEAT,EXPORT_PACE_SURPRISE,8.7
2024-09-30,WHEAT,EXPORT_PACE_SURPRISE,8.5
2024-10-07,WHEAT,EXPORT_PACE_SURPRISE,6.7
2024-10-14,WHEAT,EXPORT_PACE_SURPRISE,5.8
2024-10-21,WHEAT,EXPORT_PACE_SURPRISE,5.1
2024-10-28,WHEAT,EXPORT_PACE_SURPRISE,5.2
2024-11-04,WHEAT,EXPORT_PACE_SURPRISE,5.5
2024-11-11,WHEAT,EXPORT_PACE_SURPRISE,4.9
2024-11-18,WHEAT,EXPORT_PACE_SURPRISE,4.0
2024-11-25,WHEAT,EXPORT_PACE_SURPRISE,3.3
